day(d),DNI(kWh/m2/day),Tamb(°C),mdotDemand(kg/s/day),Tdemand(°C),mdotSF(kg/s/day),TSF(°C),mdotAux(kg/s/day),qBoiler(MWh/day),qAbs(kWh/m2/day),Mstor(t),Tstor(°C),mdotStToBoiler(kg/s/day),mdotSFToBoiler(kg/s/day),mdotSFToSt(kg/s/day) 
244,8.23244,25.4683,999,350,778.672,350,211.028,78.1875,5.41509,118.609,334.866,77.5655,710.406,68.2658
245,8.1835,25.5092,999,350,771.216,350,222.977,82.4558,5.37097,108.534,333.82,68.5417,707.481,63.7345
246,6.94242,26.6142,999,350,629.469,350,318.459,116.719,4.53926,31.554,323.974,51.072,629.469,0
247,6.86019,26.6946,999,350,616.705,350,382.295,138.065,4.46447,7.25341,342.395,26.5458,590.159,26.5458
248,7.24071,24.3238,999,350,657.189,350,341.811,123.639,4.70259,11.7463,343.616,38.7924,618.396,38.7924
249,7.6303,23.6417,999,350,702.007,350,318.785,115.048,4.96637,38.6995,330.978,27.2715,652.944,49.0631
250,1.33464,22.6983,999,350,50.6655,350,926.543,335.227,0.881042,13.075,298.361,21.7916,50.6655,0
251,7.07232,23.9796,999,350,639.808,350,381.908,137.761,4.60093,33.0062,328.049,21.0403,596.052,43.7562
252,4.27209,23.0417,999,350,358.629,350,617.656,224.597,2.67187,21.586,314.491,51.8456,329.499,29.1297
253,1.18252,22.1304,999,350,74.91,350,924.09,332.672,0.786187,0,22.1304,0,74.91,0
254,3.48804,21.3904,999,350,293.413,350,705.587,254.298,2.24581,1.0799,332.963,7.19933,286.213,7.19933
255,7.98648,22.4663,999,350,732.524,350,266.476,96.667,5.11455,13.6061,341.873,36.8935,695.63,36.8935
256,6.24162,23.6108,999,350,557.361,350,441.639,159.279,3.92492,1.78481,339.718,11.8987,545.462,11.8987
257,8.41076,23.6942,999,350,768.848,350,255.705,92.5259,5.35877,52.1793,334.62,36.2029,707.092,61.7556
258,5.53447,22.3842,999,350,467.857,350,513.782,187.174,3.52427,39.9637,320.053,55.943,429.275,38.5824
259,4.32378,22.1604,999,350,335.676,350,655.132,237.083,2.78633,4.9153,250.194,8.19217,335.676,0
260,8.13083,22.5754,999,350,741.886,350,278.994,100.847,5.13673,45.3829,334.914,31.67,688.336,53.5505
261,7.33609,25.0921,999,350,656.725,350,320.394,117.639,4.63605,23.6101,320.521,72.1025,606.503,50.2219
262,3.40777,21.7783,999,350,269.572,350,729.428,263.334,2.22575,16.3621,343.428,48.102,221.47,48.102
263,5.55838,22.9521,999,350,462.783,350,568.293,205.012,3.46903,61.7755,336.092,34.9503,395.756,67.0272
264,8.26268,23.6362,999,350,745.293,350,238.411,88.0384,5.15551,58.9325,327.754,69.7123,690.877,54.4165
265,7.98344,24.1354,999,350,713.117,350,284.544,104.386,4.9669,47.4934,325.075,53.2834,661.173,51.9438
266,7.92961,23.9362,999,350,704.975,350,291.762,106.992,4.91876,43.6652,323.75,53.3189,653.919,51.0565
267,5.293,23.3488,999,350,424.805,350,561.016,203.791,3.27195,14.1783,307.646,35.2186,402.765,22.0395
268,5.53101,21.5783,999,350,450.362,350,549.667,198.603,3.35899,19.3918,335.144,44.9789,404.354,46.0079
269,3.53506,21.0037,999,350,241.987,350,755.984,272.544,2.15748,0.617348,59.2476,1.02891,241.987,0
270,2.09452,20.495,999,350,121.766,350,877.234,315.804,1.35882,0,20.495,0,121.766,0
271,5.52508,21.7921,999,350,446.349,350,552.651,199.188,3.35589,0.288549,294.852,1.92366,444.425,1.92366
272,5.77983,21.8046,999,350,464.025,350,534.975,193.326,3.49023,11.5176,338.882,31.2048,432.82,31.2048
273,4.4366,24.0483,999,350,337.906,350,661.094,237.994,2.76569,5.32907e-14,24.0483,0,337.906,2.84217e-14
274,7.24028,23.3971,999,350,604.838,350,394.162,142.341,4.32652,5.7808,340.362,22.2615,582.577,22.2615
275,7.10169,22.9317,999,350,590.225,350,408.775,147.45,4.24622,1.97129,340.644,13.1419,577.083,13.1419
276,6.01028,22.4546,999,350,474.61,350,524.39,188.979,3.57901,0.167627,264.517,1.11751,473.492,1.11751
277,6.85271,21.425,999,350,558.97,350,440.03,158.671,4.06348,0.510711,316.55,3.40474,555.565,3.40474
278,7.75275,18.8888,999,350,648.372,350,350.628,126.971,4.58994,13.4957,340.597,34.2389,614.133,34.2389
279,7.67712,19.9579,999,350,633.929,350,365.071,132.168,4.50385,13.6685,340.87,34.56,599.369,34.56
280,4.43639,20.5004,999,350,305.314,350,693.686,249.727,2.55809,0,20.5004,0,305.314,0
281,3.47792,20.4063,999,350,236.903,350,762.097,274.787,2.09799,2.90879,336.63,12.514,224.389,12.514
282,3.13538,19.2512,999,350,209.85,350,789.15,284.554,1.85965,12.1549,345.254,50.8569,158.993,50.8569
283,5.13335,20.3333,999,350,381.87,350,617.13,222.167,2.88516,0,20.3333,0,381.87,0
284,5.15458,17.7096,999,350,387.225,350,611.775,220.545,3.0698,4.30968,345.538,28.7312,358.493,28.7312
285,1.57907,17.4758,999,350,62.8323,350,936.168,337.02,0.869387,0,17.4758,0,62.8323,0
286,5.8381,16.9712,999,350,428.375,350,570.625,205.719,3.33396,1.46411,337.23,9.76075,418.614,9.76075
287,0.92389,18.8346,999,350,22.7885,350,976.211,351.436,0.575962,0,18.8346,0,22.7885,0
288,6.07082,20.1854,999,350,457.462,350,541.538,195.174,3.46893,0.226146,282.306,1.50764,455.955,1.50764
289,7.0483,20.2083,999,350,531.991,350,467.009,168.559,3.88281,3.827,335.614,15.0709,516.92,15.0709
290,5.77368,21.0796,999,350,406.547,350,592.453,213.715,3.09134,3.57623,334.658,12.7759,393.771,12.7759
291,6.01164,22.84,999,350,430.16,350,568.84,205.024,3.24451,0.353969,304.087,2.35979,427.801,2.35979
292,5.70216,23.6608,999,350,397.042,350,601.958,216.705,3.06708,0,23.6608,0,397.042,0
293,6.06576,22.3458,999,350,426.997,350,572.003,205.921,3.26535,0,22.3458,0,426.997,0
294,6.27288,24.1246,999,350,443.456,350,555.544,200.389,3.33918,1.52049,334.145,8.6416,434.814,8.6416
295,6.07649,20.7312,999,350,426.764,350,572.236,206.447,3.17659,5.04715,338.995,20.9287,405.835,20.9287
296,6.53737,19.6142,999,350,458.501,350,540.499,194.991,3.46746,1.81619,327.764,7.42476,451.076,7.42476
297,6.21752,19.0063,999,350,425.325,350,573.675,206.794,3.25369,0.674333,323.931,4.49555,420.83,4.49555
298,5.07533,19.8687,999,350,326.863,350,672.137,242.408,2.62391,4.16241,336.82,20.4253,306.438,20.4253
299,6.30476,18.9963,999,350,427.173,350,571.827,206.283,3.24386,2.48968,328.301,9.98044,417.193,9.98044
300,5.73782,19.9696,999,350,372.885,350,626.115,225.401,2.91046,7.78755e-15,19.9696,7.10543e-15,372.885,0
301,6.10023,20.2271,999,350,400.651,350,598.349,215.796,3.08524,1.11839,321.931,5.36256,395.288,5.36256
302,6.3526,20.9913,999,350,423.87,350,575.13,207.412,3.21286,0.85916,321.773,4.80289,419.068,4.80289
303,5.82612,19.8546,999,350,380.702,350,618.298,222.587,2.90687,9.09495e-16,19.8546,0,380.702,0
304,2.40022,14.0592,999,350,115.335,350,883.665,318.12,1.21266,1.05018e-14,14.0592,0,115.335,7.10543e-15
305,6.59193,15.8608,999,350,433.174,350,565.826,204.145,3.22384,4.29293,336.848,17.1583,416.015,17.1583
306,2.37945,17.155,999,350,130.537,350,868.463,312.647,1.27394,3.63798e-15,17.155,6.0633e-15,130.537,0
307,0.15458,19.5054,999,350,0,-nan(ind),999,359.64,0.0880428,0,19.5054,0,0,0
308,0.21666,18.9917,999,350,0,-nan(ind),999,359.64,0.118549,0,18.9917,0,0,0
309,2.326,14.2042,999,350,115.451,350,883.549,318.077,1.12423,0,14.2042,0,115.451,0
310,0.18309,13.9642,999,350,0,-nan(ind),999,359.64,0.0862691,0,13.9642,0,0,0
311,0.2537,16.6462,999,350,0,-nan(ind),999,359.64,0.14564,0,16.6462,0,0,0
312,0.07834,17.2971,999,350,0,-nan(ind),999,359.64,0.0446458,0,17.2971,0,0,0
313,2.15472,15.2533,999,350,100.292,350,898.708,323.535,1.03852,0,15.2533,0,100.292,0
314,3.62357,13.9646,999,350,180.632,350,818.368,294.885,1.70428,0.562381,318.274,3.74921,176.883,3.74921
315,4.90435,12.2925,999,350,258.834,350,740.166,266.46,2.11409,4.24431e-15,12.2925,7.07385e-15,258.834,0
316,6.39117,13.7167,999,350,381.909,350,617.091,222.354,2.89962,0.165702,262.951,1.10468,380.804,1.10468
317,6.12381,13.41,999,350,361.156,350,637.844,229.624,2.77733,0,13.41,0,361.156,0
318,5.81068,13.1867,999,350,326.404,350,672.596,242.134,2.57273,0,13.1867,0,326.404,0
319,5.57284,16.0321,999,350,310.11,350,688.89,248,2.47712,0,16.0321,0,310.11,0
320,5.78945,16.3029,999,350,326.818,350,672.182,241.986,2.57518,0,16.3029,0,326.818,0
321,4.193,14.7246,999,350,218.408,350,780.592,281.013,1.84176,0,14.7246,0,218.408,0
322,5.77157,14.8367,999,350,315.221,350,683.779,246.565,2.40184,1.30772,317.5,5.16616,310.055,5.16616
323,5.95156,13.8192,999,350,326.752,350,672.248,242.009,2.57522,0,13.8192,0,326.752,0
324,3.59182,13.7396,999,350,149.562,350,849.438,305.798,1.56559,0,13.7396,0,149.562,0
325,0.57573,13.8629,999,350,0,-nan(ind),999,359.64,0.24982,0,13.8629,0,0,0
326,4.07428,14.775,999,350,175.973,350,823.027,296.29,1.64176,3.19744e-14,14.775,0,175.973,1.42109e-14
327,4.62919,13.8879,999,350,211.407,350,787.593,283.534,1.84381,8.52651e-15,13.8879,1.42109e-14,211.407,0
328,1.77772,15.1512,999,350,40.9078,350,958.092,344.913,0.764742,0,15.1512,0,40.9078,0
329,1.87047,16.3383,999,350,67.8893,350,931.111,335.2,0.810366,0,16.3383,0,67.8893,0
330,0.43612,14.3179,999,350,0,-nan(ind),999,359.64,0.194743,0,14.3179,0,0,0
331,5.1627,9.79291,999,350,243.494,350,755.506,271.982,1.98307,0,9.79291,0,243.494,0
332,5.91493,9.19208,999,350,296.042,350,702.958,253.065,2.39748,0,9.19208,0,296.042,0
333,5.83147,8.91334,999,350,285.069,350,713.931,257.015,2.33287,0,8.91334,0,285.069,0
334,6.6119,9.49666,999,350,347.594,350,651.406,234.506,2.70027,0,9.49666,0,347.594,0
335,6.5429,9.93958,999,350,338.904,350,660.096,237.635,2.64818,0,9.93958,0,338.904,0
336,6.54879,11.3754,999,350,337.211,350,661.789,238.244,2.638,0,11.3754,0,337.211,0
337,6.48758,11.9571,999,350,328.634,350,670.366,241.332,2.58724,0,11.9571,0,328.634,0
338,6.41556,12.2188,999,350,322.225,350,676.775,243.639,2.54954,2.55795e-14,12.2188,0,322.225,1.42109e-14
339,6.19109,11.24,999,350,303.295,350,695.705,250.454,2.4387,8.52651e-15,11.24,1.42109e-14,303.295,0
340,6.19308,10.2575,999,350,300.954,350,698.046,251.297,2.4245,0,10.2575,0,300.954,0
341,6.20001,8.54291,999,350,298.631,350,700.369,252.133,2.41158,0,8.54291,0,298.631,0
342,6.31702,10.3042,999,350,303.803,350,695.197,250.271,2.44219,0,10.3042,0,303.803,0
343,5.66656,12.4771,999,350,260.868,350,738.132,265.728,2.18987,0,12.4771,0,260.868,0
344,3.77411,13.4633,999,350,133.296,350,865.704,311.653,1.42244,0,13.4633,0,133.296,0
345,4.73001,12.4454,999,350,181.787,350,817.213,294.197,1.69141,0,12.4454,0,181.787,0
346,2.48344,12.7475,999,350,50.1142,350,948.886,341.599,0.874663,0,12.7475,0,50.1142,0
347,6.31423,13.7962,999,350,293.29,350,705.71,254.056,2.3793,0,13.7962,0,293.29,0
348,6.26233,12.5063,999,350,287.696,350,711.304,256.069,2.34715,0,12.5063,0,287.696,0
349,6.157,12.7162,999,350,269.879,350,729.121,262.483,2.24211,0,12.7162,0,269.879,0
350,0.17613,12.5671,999,350,0,-nan(ind),999,359.64,0.0610649,0,12.5671,0,0,0
351,2.88456,12.9475,999,350,117.173,350,881.827,317.458,1.08459,0,12.9475,0,117.173,0
352,0.49056,12.1646,999,350,0,-nan(ind),999,359.64,0.199091,0,12.1646,0,0,0
353,7.28187,9.11125,999,350,341.887,350,657.113,236.561,2.6668,0,9.11125,0,341.887,0
354,6.7962,9.5425,999,350,309.511,350,689.489,248.216,2.47587,0,9.5425,0,309.511,0
355,6.72892,9.20792,999,350,305.116,350,693.884,249.798,2.44955,0,9.20792,0,305.116,0
356,6.57207,9.34208,999,350,293.431,350,705.569,254.005,2.38097,0,9.34208,0,293.431,0
357,0.55039,11.8938,999,350,0,-nan(ind),999,359.64,0.170345,0,11.8938,0,0,0
358,0.73615,12.9821,999,350,21.3463,350,977.654,351.955,0.379029,0,12.9821,0,21.3463,0
359,5.60174,11.36,999,350,219.825,350,779.175,280.503,1.94855,0,11.36,0,219.825,0
360,0.15654,12.6896,999,350,0,-nan(ind),999,359.64,0.0641736,0,12.6896,0,0,0
361,5.29908,11.3088,999,350,216.64,350,782.36,281.65,1.91347,0,11.3088,0,216.64,0
362,6.29785,7.55292,999,350,269.875,350,729.125,262.485,2.24423,0,7.55292,0,269.875,0
363,5.33994,7.30542,999,350,213.543,350,785.457,282.764,1.86657,0,7.30542,0,213.543,0
364,5.39904,8.41166,999,350,212.498,350,786.502,283.141,1.86639,0,8.41166,0,212.498,0
